CountyFIPS,state,county,veg_acrespth12
21215,KY,Spencer,4.5386648
21217,KY,Taylor,1.4111196
21219,KY,Todd,25.387535
21221,KY,Trigg,4.2390547
21223,KY,Trimble,14.062145
21225,KY,Union,.9928515
21227,KY,Warren,.72689337
21229,KY,Washington,1.6005391
21231,KY,Wayne,3.1767423
21235,KY,Whitley,2.1332135
21237,KY,Wolfe,2.086231
21239,KY,Woodford,1.636204
22003,LA,Allen,1.681987
22009,LA,Avoyelles,57.759823
22011,LA,Beauregard,4.6566734
22013,LA,Bienville,11.08757
22015,LA,Bossier,.21925372
22017,LA,Caddo,.33029461
22019,LA,Calcasieu,.57583845
22021,LA,Caldwell,0
22023,LA,Cameron,.90511388
22027,LA,Claiborne,5.1005278
22031,LA,De Soto,.77849859
22033,LA,East Baton Rouge,.3062132
22037,LA,East Feliciana,1.1525356
22039,LA,Evangeline,26.336863
22041,LA,Franklin,224.6711
22043,LA,Grant,3.1724753
22045,LA,Iberia,1.3663419
22047,LA,Iberville,.15011859
22049,LA,Jackson,2.7095265
22051,LA,Jefferson,.057548922
22053,LA,Jefferson Davis,.35001749
22057,LA,Lafourche,1.2572783
22059,LA,La Salle,.33617964
22061,LA,Lincoln,1.4228678
22063,LA,Livingston,.31843755
22065,LA,Madison,3.2811091
22067,LA,Morehouse,44.800056
22069,LA,Natchitoches,.7092917
22071,LA,Orleans,0
22073,LA,Ouachita,.66335207
22075,LA,Plaquemines,4.9380651
22079,LA,Rapides,2.5212183
22081,LA,Red River,12.414099
22083,LA,Richland,9.8522167
22085,LA,Sabine,2.2630951
22087,LA,St. Bernard,.19272929
22089,LA,St. Charles,.85745317
22091,LA,St. Helena,2.3554993
22093,LA,St. James,2.7229095
22095,LA,St. John the Baptist,.71529162
22097,LA,St. Landry,8.1819925
22099,LA,St. Martin,.32251945
22103,LA,St. Tammany,.14623304
22105,LA,Tangipahoa,2.2559674
22107,LA,Tensas,0
22111,LA,Union,2.3082387
22113,LA,Vermilion,.73332536
22115,LA,Vernon,1.0708615
22117,LA,Washington,9.1131315
22119,LA,Webster,.3911311
22123,LA,West Carroll,371.35648
22125,LA,West Feliciana,.97175431
22127,LA,Winn,1.7278043
23001,ME,Androscoggin,6.489522
23003,ME,Aroostook,820.92212
23005,ME,Cumberland,2.323101
23007,ME,Franklin,2.9705555
23009,ME,Hancock,3.3181784
23011,ME,Kennebec,1.9234405
23013,ME,Knox,7.1149235
23015,ME,Lincoln,13.532867
23017,ME,Oxford,19.999653
23019,ME,Penobscot,22.004206
23021,ME,Piscataquis,26.347792
23023,ME,Sagadahoc,1.4524121
23025,ME,Somerset,2.7576897
23027,ME,Waldo,3.3920953
23029,ME,Washington,1.6605676
23031,ME,York,3.7481411
24001,MD,Allegany,.70287365
24003,MD,Anne Arundel,.55020881
24005,MD,Baltimore,2.1941693
24009,MD,Calvert,4.4610496
24011,MD,Caroline,204.90271
24013,MD,Carroll,19.324509
24015,MD,Cecil,.90402585
24017,MD,Charles,2.6326959
24019,MD,Dorchester,275.03925
24021,MD,Frederick,2.2248287
24023,MD,Garrett,3.7124987
24025,MD,Harford,1.6489571
24027,MD,Howard,.5005272
24029,MD,Kent,68.30806
24031,MD,Montgomery,.45306775
24033,MD,Prince George's,.73954862
24035,MD,Queen Anne's,58.663536
24037,MD,St. Mary's,6.3842082
24039,MD,Somerset,9.3053532
24041,MD,Talbot,33.821251
24043,MD,Washington,3.5052915
24045,MD,Wicomico,18.242371
24047,MD,Worcester,8.6516266
25001,MA,Barnstable,.38639516
25003,MA,Berkshire,4.701508
25005,MA,Bristol,3.2413263
25009,MA,Essex,1.41206
25011,MA,Franklin,39.073643
25013,MA,Hampden,1.8946823
25015,MA,Hampshire,25.971598
25017,MA,Middlesex,.98071414
25021,MA,Norfolk,.46413088
25023,MA,Plymouth,1.3913635
25027,MA,Worcester,2.0351899
26001,MI,Alcona,.28283209
26003,MI,Alger,1.4743049
26005,MI,Allegan,59.339756
26007,MI,Alpena,2.909066
26009,MI,Antrim,64.704117
26011,MI,Arenac,75.051628
26013,MI,Baraga,2.294894
26015,MI,Barry,2.4716439
26017,MI,Bay,72.450783
26019,MI,Benzie,6.6705003
26021,MI,Berrien,50.020832
26023,MI,Branch,83.00206
26025,MI,Calhoun,3.80705
26027,MI,Cass,103.659
26029,MI,Charlevoix,4.1425338
26031,MI,Cheboygan,2.0947282
26033,MI,Chippewa,.64097631
26035,MI,Clare,1.0718461
26037,MI,Clinton,7.5853682
26041,MI,Delta,20.978071
26043,MI,Dickinson,32.500477
26045,MI,Eaton,11.108746
26047,MI,Emmet,5.3511705
26049,MI,Genesee,1.8822798
26051,MI,Gladwin,3.7233
26053,MI,Gogebic,0
26055,MI,Grand Traverse,10.61941
26057,MI,Gratiot,143.35672
26059,MI,Hillsdale,4.7965775
26061,MI,Houghton,1.7107013
26063,MI,Huron,22.974346
26065,MI,Ingham,2.9144504
26067,MI,Ionia,16.100515
26069,MI,Iosco,1.7343318
26071,MI,Iron,31.193295
26073,MI,Isabella,11.553
26075,MI,Jackson,3.1348159
26077,MI,Kalamazoo,7.9852843
26079,MI,Kalkaska,97.980682
26081,MI,Kent,4.6176987
26083,MI,Keweenaw,0
26087,MI,Lapeer,40.32642
26089,MI,Leelanau,6.983305
26091,MI,Lenawee,30.691389
26093,MI,Livingston,9.8922825
26099,MI,Macomb,3.543587
26101,MI,Manistee,18.272627
26103,MI,Marquette,3.9225516
26105,MI,Mason,161.06984
26109,MI,Menominee,2.1475492
26111,MI,Midland,6.7893858
26113,MI,Missaukee,25.813318
26115,MI,Monroe,44.453133
26117,MI,Montcalm,366.63867
26121,MI,Muskegon,13.454496
26123,MI,Newaygo,137.09543
26125,MI,Oakland,.24234663
26127,MI,Oceana,499.86667
26129,MI,Ogemaw,1.727035
26133,MI,Osceola,22.781002
26135,MI,Oscoda,3.1420925
26137,MI,Otsego,17.714571
26139,MI,Ottawa,15.303246
26141,MI,Presque Isle,132.92683
26143,MI,Roscommon,.24855012
26145,MI,Saginaw,37.024338
26147,MI,St. Clair,11.143016
26149,MI,St. Joseph,175.51228
26151,MI,Sanilac,15.259603
26153,MI,Schoolcraft,.95693779
26155,MI,Shiawassee,1.3425919
26157,MI,Tuscola,75.812408
26159,MI,Van Buren,113.06439
26161,MI,Washtenaw,5.7344117
26163,MI,Wayne,.4061335
26165,MI,Wexford,.92033011
27001,MN,Aitkin,6.5269237
27003,MN,Anoka,2.4462757
27007,MN,Beltrami,.46430388
27009,MN,Benton,44.288986
27013,MN,Blue Earth,34.164783
27015,MN,Brown,406.9978
27017,MN,Carlton,.67942476
27019,MN,Carver,1.2244072
27023,MN,Chippewa,471.80374
27027,MN,Clay,29.094292
27031,MN,Cook,0
27035,MN,Crow Wing,.65230536
27037,MN,Dakota,26.64691
27039,MN,Dodge,177.50223
27041,MN,Douglas,4.4462743
27043,MN,Faribault,418.75482
27045,MN,Fillmore,73.173065
27047,MN,Freeborn,316.7966
27049,MN,Goodhue,110.64178
27053,MN,Hennepin,.50986946
27055,MN,Houston,1.8604157
27059,MN,Isanti,3.1381574
27061,MN,Itasca,3.4040673
27063,MN,Jackson,2.5274618
27065,MN,Kanabec,2.439177
27067,MN,Kandiyohi,191.33345
27069,MN,Kittson,251.83049
27071,MN,Koochiching,.68249035
27075,MN,Lake,0
27079,MN,Le Sueur,84.629295
27085,MN,McLeod,90.765213
27089,MN,Marshall,162.21635
27091,MN,Martin,148.44666
27093,MN,Meeker,137.45123
27095,MN,Mille Lacs,2.0981467
27097,MN,Morrison,88.005074
27099,MN,Mower,369.96338
27103,MN,Nicollet,92.269402
27105,MN,Nobles,9.0837831
27107,MN,Norman,13.102409
27109,MN,Olmsted,60.000816
27111,MN,Otter Tail,189.09344
27115,MN,Pine,1.2322016
27119,MN,Polk,198.60904
27121,MN,Pope,235.15396
27123,MN,Ramsey,.22828072
27127,MN,Redwood,598.53784
27129,MN,Renville,2636.2097
27131,MN,Rice,8.3801908
27137,MN,St. Louis,.47908255
27139,MN,Scott,2.6540494
27141,MN,Sherburne,116.68807
27143,MN,Sibley,574.22729
27145,MN,Stearns,10.640613
27147,MN,Steele,260.06833
27149,MN,Stevens,.61620623
27151,MN,Swift,74.914162
27153,MN,Todd,87.675697
27157,MN,Wabasha,222.90732
27161,MN,Waseca,304.00333
27163,MN,Washington,6.1891227
27165,MN,Watonwan,111.37079
27169,MN,Winona,60.881584
27171,MN,Wright,2.8734729
27173,MN,Yellow Medicine,.49222288
28003,MS,Alcorn,1.3697526
28005,MS,Amite,4.1647387
28007,MS,Attala,1.3610427
28009,MS,Benton,1.6186843
28011,MS,Bolivar,4.4662533
28013,MS,Calhoun,959.44214
28015,MS,Carroll,28.563185
28017,MS,Chickasaw,202.53455
28019,MS,Choctaw,99.784637
28021,MS,Claiborne,1.3868146
28023,MS,Clarke,5.9996362
28025,MS,Clay,3.5335689
28027,MS,Coahoma,.46727154
28029,MS,Copiah,9.2000141
28031,MS,Covington,20.422787
28033,MS,DeSoto,.37868086
28035,MS,Forrest,2.8803043
28037,MS,Franklin,.63395458
28039,MS,George,8.6933727
28041,MS,Greene,42.136208
28045,MS,Hancock,.46330002
28047,MS,Harrison,.50077438
28049,MS,Hinds,.33846265
28051,MS,Holmes,.57733691
28053,MS,Humphreys,116.39523
28057,MS,Itawamba,1.7101325
28059,MS,Jackson,.17857781
28061,MS,Jasper,1.6929681
28065,MS,Jefferson Davis,11.590364
28067,MS,Jones,5.1549411
28069,MS,Kemper,9.0768633
28071,MS,Lafayette,1.5681759
28073,MS,Lamar,1.2618188
28075,MS,Lauderdale,1.1957848
28077,MS,Lawrence,6.9813566
28079,MS,Leake,1.2054417
28081,MS,Lee,.51719069
28085,MS,Lincoln,.14353792
28087,MS,Lowndes,2.7003002
28089,MS,Madison,.88335633
28091,MS,Marion,3.7554054
28093,MS,Marshall,10.146592
28095,MS,Monroe,9.3704491
28097,MS,Montgomery,21.59091
28099,MS,Neshoba,4.278399
28101,MS,Newton,.92605454
28103,MS,Noxubee,2.5067143
28105,MS,Oktibbeha,1.2459151
28107,MS,Panola,2.5560591
28109,MS,Pearl River,2.2690966
28111,MS,Perry,11.83383
28113,MS,Pike,.74848431
28115,MS,Pontotoc,5.3377266
28117,MS,Prentiss,3.1599321
28119,MS,Quitman,.64110786
28121,MS,Rankin,1.6350646
28123,MS,Scott,.49559277
28125,MS,Sharkey,0
28127,MS,Simpson,6.2837934
28129,MS,Smith,25.590792
28131,MS,Stone,6.0391159
28135,MS,Tallahatchie,3.0477705
28137,MS,Tate,4.3156381
28139,MS,Tippah,2.9603314
28141,MS,Tishomingo,1.5812293
28143,MS,Tunica,0
28145,MS,Union,.47509411
28147,MS,Walthall,2.18572
28153,MS,Wayne,3.7820015
28155,MS,Webster,30.043772
28157,MS,Wilkinson,1.1629137
28159,MS,Winston,5.4296255
28161,MS,Yalobusha,8.2530947
29001,MO,Adair,.23398198
29003,MO,Andrew,4.5425797
29007,MO,Audrain,1.6389605
29013,MO,Bates,5.2707233
29015,MO,Benton,3.009186
29019,MO,Boone,.52154326
29021,MO,Buchanan,1.1244462
29023,MO,Butler,21.86199
29025,MO,Caldwell,.54866672
29027,MO,Callaway,1.8001801
29031,MO,Cape Girardeau,1.3614969
29033,MO,Carroll,4.1749067
29035,MO,Carter,.63867158
29037,MO,Cass,1.0646236
29039,MO,Cedar,1.8076645
29041,MO,Chariton,52.892776
29043,MO,Christian,.67709053
29047,MO,Clay,.47035861
29049,MO,Clinton,3.3689761
29051,MO,Cole,.24880508
29053,MO,Cooper,2.167218
29055,MO,Crawford,.080716766
29059,MO,Dallas,4.0526848
29061,MO,Daviess,7.7472463
29063,MO,DeKalb,.69892055
29065,MO,Dent,1.7283318
29067,MO,Douglas,.73599762
29069,MO,Dunklin,131.47736
29071,MO,Franklin,1.8154371
29073,MO,Gasconade,1.2675117
29075,MO,Gentry,5.2894506
29077,MO,Greene,.2030587
29079,MO,Grundy,3.1924155
29081,MO,Harrison,.45771828
29083,MO,Henry,1.8957345
29089,MO,Howard,2.8462067
29091,MO,Howell,.54220581
29093,MO,Iron,0
29095,MO,Jackson,.26270813
29097,MO,Jasper,1.8107309
29099,MO,Jefferson,.32704973
29101,MO,Johnson,1.5422748
29103,MO,Knox,3.6701736
29105,MO,Laclede,.56476438
29107,MO,Lafayette,4.7426295
29109,MO,Lawrence,1.3542725
29111,MO,Lewis,5.8070865
29113,MO,Lincoln,.20620489
29115,MO,Linn,2.0831664
29119,MO,McDonald,5.1490159
29121,MO,Macon,1.2865046
29123,MO,Madison,0
29125,MO,Maries,3.2058368
29131,MO,Miller,1.4149418
29133,MO,Mississippi,340.88684
29135,MO,Moniteau,6.758049
29137,MO,Monroe,2.7624309
29141,MO,Morgan,6.0100331
29145,MO,Newton,64.820297
29147,MO,Nodaway,2.4812834
29149,MO,Oregon,1.6359174
29151,MO,Osage,.64935064
29153,MO,Ozark,.41588688
29157,MO,Perry,1.9425632
29159,MO,Pettis,1.7972002
29161,MO,Phelps,.088442743
29163,MO,Pike,3.5614073
29165,MO,Platte,1.693995
29167,MO,Polk,1.0296673
29169,MO,Pulaski,.22471489
29173,MO,Ralls,.7798031
29175,MO,Randolph,.51365125
29177,MO,Ray,.43378302
29179,MO,Reynolds,.9009009
29181,MO,Ripley,0
29183,MO,St. Charles,.16529015
29185,MO,St. Clair,4.2056565
29186,MO,Ste. Genevieve,.50358105
29187,MO,St. Francois,.15188105
29189,MO,St. Louis,.48862132
29195,MO,Saline,.68166327
29199,MO,Scotland,1.6366612
29201,MO,Scott,71.390228
29203,MO,Shannon,0
29205,MO,Shelby,0
29207,MO,Stoddard,3.1173532
29209,MO,Stone,.6956082
29211,MO,Sullivan,1.6760628
29213,MO,Taney,.11322464
29215,MO,Texas,1.0094343
29217,MO,Vernon,4.6238322
29219,MO,Warren,6.0687385
29221,MO,Washington,.23900573
29223,MO,Wayne,1.1216631
29225,MO,Webster,1.2387822
29229,MO,Wright,.64477998
30001,MT,Beaverhead,129.93263
30003,MT,Big Horn,0
30005,MT,Blaine,4.9676352
30009,MT,Carbon,1.7779534
30013,MT,Cascade,.44027543
30017,MT,Custer,0
30019,MT,Daniels,0
30021,MT,Dawson,0
30023,MT,Deer Lodge,0
30025,MT,Fallon,.99140781
30027,MT,Fergus,.96069866
30029,MT,Flathead,3.2417917
30031,MT,Gallatin,58.326134
30033,MT,Garfield,0
30035,MT,Glacier,2.7088366
30039,MT,Granite,0
30041,MT,Hill,.97353208
30047,MT,Lake,82.790695
30049,MT,Lewis and Clark,.20044097
30051,MT,Liberty,9.5953274
30057,MT,Madison,105.01101
30061,MT,Mineral,0
30063,MT,Missoula,.45013818
30067,MT,Park,.77051497
30069,MT,Petroleum,0
30071,MT,Phillips,0
30073,MT,Pondera,5.0145583
30075,MT,Powder River,0
30081,MT,Ravalli,1.6984615
30083,MT,Richland,34.798706
30085,MT,Roosevelt,0
30087,MT,Rosebud,0
30089,MT,Sanders,2.7262335
30093,MT,Silver Bow,0
30099,MT,Teton,5.6013179
30103,MT,Treasure,0
30107,MT,Wheatland,7.6190476
30111,MT,Yellowstone,1.020294
31001,NE,Adams,.031859308
31003,NE,Antelope,.45948842
31005,NE,Arthur,0
31007,NE,Banner,0
31009,NE,Blaine,0
31013,NE,Box Butte,361.0249
31015,NE,Boyd,0
31019,NE,Buffalo,.4406673
31021,NE,Burt,.4487659
31023,NE,Butler,3.4906116
31025,NE,Cass,2.0666904
31027,NE,Cedar,.68508792
31029,NE,Chase,660.63013
31033,NE,Cheyenne,17.894423
31035,NE,Clay,3.1181791
31041,NE,Custer,.55607045
31043,NE,Dakota,1.4427933
31047,NE,Dawson,.2909998
31049,NE,Deuel,0
31053,NE,Dodge,.62764359
31055,NE,Douglas,.49853826
31057,NE,Dundy,1719.0955
31059,NE,Fillmore,0
31063,NE,Frontier,0
31067,NE,Gage,.36788374
31069,NE,Garden,0
31071,NE,Garfield,0
31073,NE,Gosper,0
31075,NE,Grant,0
31081,NE,Hamilton,.55426228
31091,NE,Hooker,0
31093,NE,Howard,25.364616
31095,NE,Jefferson,0
31101,NE,Keith,106.52544
31103,NE,Keya Paha,0
31105,NE,Kimball,0
31107,NE,Knox,.349406
31109,NE,Lancaster,.31332588
31113,NE,Logan,0
31117,NE,McPherson,0
31119,NE,Madison,8.5718355
31125,NE,Nance,0
31127,NE,Nemaha,.41689828
31131,NE,Otoe,.9520787
31135,NE,Perkins,0
31145,NE,Red Willow,.54471177
31149,NE,Rock,0
31151,NE,Saline,.48355898
31153,NE,Sarpy,.66314995
31155,NE,Saunders,6.9631195
31157,NE,Scotts Bluff,.18963508
31167,NE,Stanton,2.7859719
31171,NE,Thomas,0
31173,NE,Thurston,0
31177,NE,Washington,3.2029171
31181,NE,Webster,.79893476
31183,NE,Wheeler,0
32001,NV,Churchill,2.8348398
32003,NV,Clark,.020017976
32011,NV,Eureka,0
32015,NV,Lander,.50590217
32021,NV,Mineral,0
32023,NV,Nye,0
32027,NV,Pershing,0
32033,NV,White Pine,0
33001,NH,Belknap,2.3004866
33003,NH,Carroll,3.1050689
33005,NH,Cheshire,3.5433738
33007,NH,Coos,1.2189405
33009,NH,Grafton,2.3858328
33011,NH,Hillsborough,2.7294786
33013,NH,Merrimack,2.8369856
33015,NH,Rockingham,1.917156
33017,NH,Strafford,2.5115547
33019,NH,Sullivan,4.5851378
34001,NJ,Atlantic,19.473244
34003,NJ,Bergen,.14782512
34005,NJ,Burlington,9.5495176
34007,NJ,Camden,3.623831
34009,NJ,Cape May,3.5563574
34011,NJ,Cumberland,62.450451
34013,NJ,Essex,.025390152
34015,NJ,Gloucester,34.195202
34017,NJ,Hudson,0
34019,NJ,Hunterdon,7.4074073
34021,NJ,Mercer,1.6956911
34023,NJ,Middlesex,1.6989273
34025,NJ,Monmouth,3.7229266
34027,NJ,Morris,1.8496366
34029,NJ,Ocean,1.4295753
34031,NJ,Passaic,.20775951
34033,NJ,Salem,179.5114
34035,NJ,Somerset,.3955287
34037,NJ,Sussex,4.685545
34039,NJ,Union,.049555834
34041,NJ,Warren,23.061615
35001,NM,Bernalillo,.4175657
35003,NM,Catron,0
35007,NM,Colfax,0
35009,NM,Curry,56.750736
35013,NM,Do̱a Ana,47.186001
35015,NM,Eddy,12.97341
35017,NM,Grant,.44321707
35019,NM,Guadalupe,1.5174507
35021,NM,Harding,0
35023,NM,Hidalgo,153.9908
35028,NM,Los Alamos,0
35029,NM,Luna,257.99097
35031,NM,McKinley,18.539658
35033,NM,Mora,1.496366
35035,NM,Otero,.272719
35041,NM,Roosevelt,36.873158
35045,NM,San Juan,74.439659
35047,NM,San Miguel,.48229295
35051,NM,Sierra,90.082504
35053,NM,Socorro,8.1602373
35055,NM,Taos,2.5890954
35061,NM,Valencia,1.5128199
36001,NY,Albany,2.4443655
36003,NY,Allegany,1.7820879
36005,NY,Bronx,0
36007,NY,Broome,1.207371
36009,NY,Cattaraugus,8.9313831
36011,NY,Cayuga,72.953941
36013,NY,Chautauqua,23.009354
36015,NY,Chemung,2.5650504
36017,NY,Chenango,7.7799168
36019,NY,Clinton,6.2421365
36021,NY,Columbia,15.587281
36023,NY,Cortland,4.7573547
36025,NY,Delaware,3.9939141
36027,NY,Dutchess,6.7312546
36029,NY,Erie,4.9878807
36031,NY,Essex,6.1862521
36033,NY,Franklin,22.380135
36035,NY,Fulton,2.034699
36037,NY,Genesee,454.68973
36039,NY,Greene,23.545364
36041,NY,Hamilton,6.2591281
36043,NY,Herkimer,17.257404
36045,NY,Jefferson,2.7324214
36047,NY,Kings,0
36049,NY,Lewis,12.80546
36051,NY,Livingston,115.81803
36053,NY,Madison,10.5661
36055,NY,Monroe,18.142628
36057,NY,Montgomery,15.232705
36061,NY,New York,0
36063,NY,Niagara,24.589439
36065,NY,Oneida,9.5815649
36067,NY,Onondaga,4.6270251
36069,NY,Ontario,63.92757
36071,NY,Orange,14.691492
36073,NY,Orleans,445.36014
36075,NY,Oswego,30.541573
36077,NY,Otsego,3.1540129
36079,NY,Putnam,.98350126
36083,NY,Rensselaer,8.293869
36085,NY,Richmond,0
36089,NY,St. Lawrence,5.0801544
36091,NY,Saratoga,1.2312891
36093,NY,Schenectady,3.0409658
36095,NY,Schoharie,27.782108
36097,NY,Schuyler,5.2756243
36099,NY,Seneca,16.788671
36101,NY,Steuben,53.191917
36103,NY,Suffolk,4.4746637
36105,NY,Sullivan,1.9621602
36107,NY,Tioga,4.1287866
36109,NY,Tompkins,12.760222
36111,NY,Ulster,17.031549
36113,NY,Warren,.1375705
36115,NY,Washington,16.639965
36117,NY,Wayne,51.786232
36119,NY,Westchester,.13519458
36121,NY,Wyoming,266.01657
36123,NY,Yates,128.0244
37001,NC,Alamance,1.573247
37003,NC,Alexander,6.7611423
37005,NC,Alleghany,88.313354
37007,NC,Anson,3.0014057
37009,NC,Ashe,6.4463844
37011,NC,Avery,4.5973096
37013,NC,Beaufort,9.6196346
37015,NC,Bertie,87.959587
37017,NC,Bladen,4.7549481
37019,NC,Brunswick,8.943922
37021,NC,Buncombe,2.9274125
37023,NC,Burke,1.4445246
37025,NC,Cabarrus,.46635467
37027,NC,Caldwell,.95216006
37029,NC,Camden,313.09808
37031,NC,Carteret,8.8145399
37033,NC,Caswell,10.055239
37035,NC,Catawba,.95793498
37037,NC,Chatham,4.2267227
37039,NC,Cherokee,5.0411448
37041,NC,Chowan,254.97386
37043,NC,Clay,.74997658
37045,NC,Cleveland,6.8862891
37047,NC,Columbus,45.26506
37049,NC,Craven,.64560843
37051,NC,Cumberland,7.690094
37053,NC,Currituck,18.184088
37055,NC,Dare,0
37057,NC,Davidson,3.2718511
37059,NC,Davie,.99213552
37061,NC,Duplin,49.802837
37063,NC,Durham,.29014841
37065,NC,Edgecombe,84.847939
37067,NC,Forsyth,.77671206
37069,NC,Franklin,8.1187286
37071,NC,Gaston,.66775239
37075,NC,Graham,1.1487651
37077,NC,Granville,7.6494408
37079,NC,Greene,104.61581
37081,NC,Guilford,.75843912
37083,NC,Halifax,19.711832
37085,NC,Harnett,13.081145
37087,NC,Haywood,7.3493137
37089,NC,Henderson,16.811466
37091,NC,Hertford,34.843204
37093,NC,Hoke,1.4268162
37095,NC,Hyde,1129.2517
37097,NC,Iredell,1.7386069
37099,NC,Jackson,5.3494391
37101,NC,Johnston,58.296913
37105,NC,Lee,2.4593616
37107,NC,Lenoir,18.159683
37109,NC,Lincoln,6.0281396
37111,NC,McDowell,2.0013788
37113,NC,Macon,4.7286911
37115,NC,Madison,9.6273594
37119,NC,Mecklenburg,.18277043
37121,NC,Mitchell,3.5772357
37123,NC,Montgomery,7.7026
37125,NC,Moore,2.412919
37127,NC,Nash,111.47971
37129,NC,New Hanover,.11471234
37131,NC,Northampton,3.7553396
37133,NC,Onslow,.81624216
37135,NC,Orange,.57386935
37139,NC,Pasquotank,147.71577
37141,NC,Pender,10.135135
37143,NC,Perquimans,41.814423
37145,NC,Person,2.0677507
37147,NC,Pitt,4.3718629
37149,NC,Polk,1.2346289
37151,NC,Randolph,1.4479715
37153,NC,Richmond,13.484358
37155,NC,Robeson,10.941032
37157,NC,Rockingham,2.06001
37159,NC,Rowan,7.682765
37161,NC,Rutherford,2.7677336
37163,NC,Sampson,234.23734
37165,NC,Scotland,2.0753202
37167,NC,Stanly,.24795027
37169,NC,Stokes,4.5336928
37171,NC,Surry,3.7266743
37173,NC,Swain,3.5491197
37175,NC,Transylvania,7.9232059
37177,NC,Tyrrell,598.98474
37181,NC,Vance,2.1530197
37183,NC,Wake,1.3993634
37185,NC,Warren,6.0232186
37187,NC,Washington,272.8631
37189,NC,Watauga,1.4985591
37191,NC,Wayne,26.00469
37193,NC,Wilkes,.30335861
37195,NC,Wilson,58.268814
37197,NC,Yadkin,2.7285845
37199,NC,Yancey,7.2665343
38001,ND,Adams,0
38007,ND,Billings,0
38009,ND,Bottineau,0
38011,ND,Bowman,0
38013,ND,Burke,0
38015,ND,Burleigh,.86232013
38019,ND,Cavalier,1.5220701
38023,ND,Divide,0
38025,ND,Dunn,0
38035,ND,Grand Forks,200.75618
38037,ND,Grant,0
38039,ND,Griggs,0
38041,ND,Hettinger,0
38043,ND,Kidder,3349.4866
38045,ND,LaMoure,0
38051,ND,McIntosh,0
38057,ND,Mercer,0
38059,ND,Morton,0
38061,ND,Mountrail,0
38063,ND,Nelson,0
38067,ND,Pembina,2466.7402
38075,ND,Renville,0
38083,ND,Sheridan,14.925373
38085,ND,Sioux,0
38087,ND,Slope,0
38091,ND,Steele,0
38097,ND,Traill,314.69312
38099,ND,Walsh,2883.7903
38101,ND,Ward,.33570361
38103,ND,Wells,3.754106
39001,OH,Adams,1.4812725
39005,OH,Ashland,6.7620873
39007,OH,Ashtabula,4.0790682
39009,OH,Athens,1.4696555
39011,OH,Auglaize,.32697546
39013,OH,Belmont,1.5221574
39015,OH,Brown,1.9369806
39017,OH,Butler,.4207097
39019,OH,Carroll,3.5335689
39023,OH,Clark,2.7115085
39025,OH,Clermont,.99878538
39027,OH,Clinton,1.81627
39029,OH,Columbiana,2.5741961
39031,OH,Coshocton,6.2735939
39033,OH,Crawford,5.1369462
39035,OH,Cuyahoga,.097171903
39037,OH,Darke,12.705246
39039,OH,Defiance,.12875979
39041,OH,Delaware,.96065193
39043,OH,Erie,9.6123667
39045,OH,Fairfield,1.9391146
39047,OH,Fayette,.72823107
39049,OH,Franklin,.28554967
39051,OH,Fulton,33.442451
39053,OH,Gallia,3.8931966
39055,OH,Geauga,6.0942478
39057,OH,Greene,4.1304469
39059,OH,Guernsey,2.2347209
39061,OH,Hamilton,.3140907
39063,OH,Hancock,1.1111552
39067,OH,Harrison,.70019096
39069,OH,Henry,125.77922
39071,OH,Highland,3.7886713
39073,OH,Hocking,1.2287109
39075,OH,Holmes,9.3052397
39077,OH,Huron,68.408089
39079,OH,Jackson,3.9811578
39081,OH,Jefferson,.61459219
39083,OH,Knox,2.8287148
39085,OH,Lake,.83719224
39087,OH,Lawrence,3.3323674
39089,OH,Licking,1.5203277
39091,OH,Logan,5.3468876
39093,OH,Lorain,3.2587221
39095,OH,Lucas,5.1700749
39097,OH,Madison,2.3981931
39099,OH,Mahoning,3.9305477
39101,OH,Marion,.80016911
39103,OH,Medina,4.96908
39105,OH,Meigs,42.06736
39107,OH,Mercer,2.5219755
39109,OH,Miami,5.5854545
39111,OH,Monroe,2.3329217
39113,OH,Montgomery,.32349631
39115,OH,Morgan,2.3397286
39117,OH,Morrow,4.4040265
39119,OH,Muskingum,3.3537898
39123,OH,Ottawa,34.156609
39125,OH,Paulding,4.927897
39127,OH,Perry,1.0830625
39129,OH,Pickaway,5.5357428
39131,OH,Pike,6.8445067
39133,OH,Portage,5.4742942
39135,OH,Preble,5.0410933
39137,OH,Putnam,56.072308
39139,OH,Richland,2.4714518
39141,OH,Ross,1.5622377
39143,OH,Sandusky,42.730381
39145,OH,Scioto,2.6206985
39147,OH,Seneca,20.165249
39149,OH,Shelby,.34605598
39151,OH,Stark,3.1829715
39153,OH,Summit,1.4948484
39155,OH,Trumbull,1.6248873
39157,OH,Tuscarawas,2.0972745
39159,OH,Union,2.2145669
39161,OH,Van Wert,.4178564
39163,OH,Vinton,1.9644881
39165,OH,Warren,1.1940353
39167,OH,Washington,15.217285
39169,OH,Wayne,12.132483
39171,OH,Williams,42.852959
39173,OH,Wood,9.2427044
40001,OK,Adair,2.0666726
40005,OK,Atoka,2.43309
40013,OK,Bryan,1.2891048
40015,OK,Caddo,63.572319
40017,OK,Canadian,.2774061
40019,OK,Carter,.43660858
40021,OK,Cherokee,.5825808
40023,OK,Choctaw,2.3080981
40025,OK,Cimarron,0
40027,OK,Cleveland,.25535783
40031,OK,Comanche,.31593332
